<<<<<<< HEAD
,Date,Open,High,Low ,Close
Tu,1/10/2019,0.2534,0.2615,0.2456,0.2504
Mo,30/9/2019,0.2393,0.2623,0.2358,0.2534
,,0,,,
Fr,27/9/2019,0.2409,0.2464,0.2337,0.2424
Th,26/9/2019,0.2453,0.2507,0.2289,0.2407
We,25/9/2019,0.2361,0.2502,0.2322,0.2453
Tu,24/9/2019,0.2789,0.2789,0.2166,0.2361
Mo,23/9/2019,0.2739,0.2864,0.267,0.2789
,,0,,,
Fr,20/9/2019,0.2985,0.3037,0.284,0.2895
Th,19/9/2019,0.3116,0.3202,0.2831,0.2985
We,18/9/2019,0.2921,0.327,0.2846,0.3116
Tu,17/9/2019,0.2615,0.299,0.2599,0.2921
Mo,16/9/2019,0.2599,0.2637,0.2569,0.2615
,,0,,,
Fr,13/9/2019,0.2529,0.2569,0.2522,0.2547
Th,12/9/2019,0.2526,0.257,0.2507,0.2529
We,11/9/2019,0.2554,0.261,0.2511,0.2526
Tu,10/9/2019,0.2581,0.2639,0.2537,0.2554
Mo,9/9/2019,0.2624,0.2651,0.2566,0.2581
,,0,,,
Fr,6/9/2019,0.2545,0.2594,0.2475,0.252
Th,5/9/2019,0.2606,0.2617,0.2539,0.2545
We,4/9/2019,0.2632,0.2657,0.2568,0.2606
Tu,3/9/2019,0.263,0.2671,0.2584,0.2632
Mo,2/9/2019,0.2552,0.265,0.2535,0.263
,,0,,,
Fr,30/8/2019,0.2592,0.2594,0.2524,0.2543
Th,29/8/2019,0.2537,0.2627,0.2476,0.2591
We,28/8/2019,0.2679,0.2702,0.2465,0.2537
Tu,27/8/2019,0.2688,0.2703,0.2647,0.2679
Mo,26/8/2019,0.2716,0.2805,0.2661,0.2688
,,0,,,
Fr,23/8/2019,0.2725,0.2786,0.2679,0.2758
Th,22/8/2019,0.2653,0.2755,0.2604,0.2725
We,21/8/2019,0.2742,0.2755,0.2583,0.2653
Tu,20/8/2019,0.2777,0.2834,0.2702,0.2742
Mo,19/8/2019,0.2896,0.2912,0.2762,0.2777
,,0,,,
Fr,16/8/2019,0.2644,0.2686,0.2547,0.2613
Th,15/8/2019,0.2684,0.2706,0.2489,0.2645
We,14/8/2019,0.2951,0.2985,0.2374,0.2684
Tu,13/8/2019,0.3009,0.3012,0.292,0.2951
Mo,12/8/2019,0.3054,0.3058,0.2979,0.3009
,,0,,,
Fr,9/8/2019,0.3049,0.3087,0.2899,0.2929
Th,8/8/2019,0.3103,0.3132,0.3041,0.3049
We,7/8/2019,0.31,0.3159,0.307,0.3103
Tu,6/8/2019,0.3221,0.3248,0.3096,0.3099
Mo,5/8/2019,0.3225,0.3315,0.3191,0.3221
,,0,,,
Fr,2/8/2019,0.3161,0.3181,0.3094,0.3101
Th,1/8/2019,0.3176,0.32,0.3116,0.3161
We,31/7/2019,0.3176,0.3238,0.3154,0.3176
Tu,30/7/2019,0.3103,0.3218,0.3065,0.3175
Mo,29/7/2019,0.3082,0.3144,0.2991,0.3103
,,0,,,
Fr,26/7/2019,0.3133,0.3253,0.3076,0.3223
Th,25/7/2019,0.3158,0.3239,0.3116,0.3133
We,24/7/2019,0.314,0.3184,0.3027,0.3158
Tu,23/7/2019,0.321,0.3223,0.3059,0.314
Mo,22/7/2019,0.3297,0.3326,0.3156,0.321
,,0,,,
Fr,19/7/2019,0.322,0.3252,0.3103,0.3189
Th,18/7/2019,0.3159,0.3266,0.3036,0.322
We,17/7/2019,0.2989,0.3247,0.2925,0.3159
Tu,16/7/2019,0.3133,0.32,0.2843,0.2989
Mo,15/7/2019,0.3124,0.3236,0.2951,0.3133
,,0,,,
Fr,12/7/2019,0.3226,0.3504,0.3199,0.3437
Th,11/7/2019,0.3558,0.3623,0.3182,0.3226
We,10/7/2019,0.3908,0.397,0.3467,0.3558
Tu,9/7/2019,0.4005,0.408,0.3898,0.3908
Mo,8/7/2019,0.3953,0.4045,0.3934,0.4005
,,0,,,
Fr,5/7/2019,0.394,0.395,0.3743,0.3801
Th,4/7/2019,0.3992,0.4064,0.3916,0.394
We,3/7/2019,0.396,0.4069,0.3928,0.3991
Tu,2/7/2019,0.3982,0.4093,0.3818,0.396
Mo,1/7/2019,0.4035,0.4193,0.3867,0.3982
,,0,,,
Fr,28/6/2019,0.4016,0.4192,0.3972,0.4168
Th,27/6/2019,0.4719,0.4727,0.3896,0.4015
We,26/6/2019,0.4614,0.4937,0.4542,0.472
Tu,25/6/2019,0.4596,0.4753,0.4554,0.4614
Mo,24/6/2019,0.4792,0.4856,0.446,0.4596
,,0,,,
Fr,21/6/2019,0.4319,0.4497,0.4286,0.4411
Th,20/6/2019,0.433,0.4366,0.4215,0.4319
We,19/6/2019,0.4293,0.4385,0.4199,0.433
Tu,18/6/2019,0.4526,0.4628,0.4188,0.4293
Mo,17/6/2019,0.4283,0.4557,0.4176,0.4526
,,0,,,
Fr,14/6/2019,0.4025,0.4051,0.3919,0.3959
Th,13/6/2019,0.3979,0.4097,0.3968,0.4025
We,12/6/2019,0.3936,0.4039,0.389,0.3979
Tu,11/6/2019,0.3956,0.4036,0.3835,0.3936
Mo,10/6/2019,0.381,0.4047,0.3756,0.3956
,,0,,,
Fr,7/6/2019,0.4161,0.4315,0.4157,0.4186
Th,6/6/2019,0.3979,0.4267,0.3918,0.416
We,5/6/2019,0.3924,0.4064,0.3844,0.3979
Tu,4/6/2019,0.4403,0.4407,0.3857,0.3924
Mo,3/6/2019,0.4391,0.4643,0.4297,0.4403
,,0,,,
Fr,31/5/2019,0.4292,0.4343,0.4008,0.4329
Th,30/5/2019,0.4462,0.474,0.4239,0.4292
We,29/5/2019,0.4503,0.4564,0.4203,0.4462
Tu,28/5/2019,0.4226,0.4595,0.4133,0.4503
Mo,27/5/2019,0.385,0.4462,0.385,0.4225
,,0,,,
Fr,24/5/2019,0.3792,0.3958,0.3716,0.393
Th,23/5/2019,0.3815,0.3818,0.3622,0.3792
We,22/5/2019,0.4043,0.413,0.37,0.3815
Tu,21/5/2019,0.4038,0.4085,0.388,0.4043
Mo,20/5/2019,0.4074,0.4294,0.3798,0.4037
,,0,,,
Fr,17/5/2019,0.401,0.4283,0.358,0.3706
Th,16/5/2019,0.4344,0.4787,0.3932,0.4014
We,15/5/2019,0.3879,0.4476,0.3796,0.4317
Tu,14/5/2019,0.3279,0.4228,0.321,0.3879
Mo,13/5/2019,0.3112,0.3318,0.3082,0.3279
,,0,,,
Fr,10/5/2019,0.2939,0.3008,0.2902,0.2969
Th,9/5/2019,0.2985,0.2996,0.2901,0.2939
We,8/5/2019,0.2965,0.2994,0.2916,0.2986
Tu,7/5/2019,0.3004,0.3036,0.2951,0.2962
Mo,6/5/2019,0.297,0.3039,0.2917,0.3003
,,0,,,
Fr,3/5/2019,0.2961,0.3077,0.2951,0.3033
Th,2/5/2019,0.2989,0.3011,0.2951,0.2961
We,1/5/2019,0.3052,0.3081,0.2967,0.2989
Tu,30/4/2019,0.2873,0.3083,0.2855,0.3052
Mo,29/4/2019,0.2898,0.2928,0.2833,0.2873
,,0,,,
Fr,26/4/2019,0.3029,0.303,0.28,0.2906
Th,25/4/2019,0.3009,0.307,0.2959,0.3029
We,24/4/2019,0.3236,0.3239,0.291,0.3009
Tu,23/4/2019,0.3244,0.328,0.3221,0.3236
Mo,22/4/2019,0.3185,0.3323,0.3183,0.3245
,,0,,,
Fr,19/4/2019,0.3373,0.3382,0.3272,0.3317
Th,18/4/2019,0.3378,0.3482,0.3337,0.3373
We,17/4/2019,0.3231,0.3379,0.3208,0.3378
Tu,16/4/2019,0.3174,0.3254,0.3161,0.3231
Mo,15/4/2019,0.3259,0.3326,0.3134,0.3174
,,0,,,
Fr,12/4/2019,0.3283,0.3299,0.3181,0.3234
Th,11/4/2019,0.3543,0.3546,0.3228,0.3283
We,10/4/2019,0.3524,0.361,0.3489,0.3543
Tu,9/4/2019,0.3575,0.3614,0.3489,0.3524
Mo,8/4/2019,0.357,0.3702,0.3492,0.3575
,,0,,,
Fr,5/4/2019,0.3301,0.3785,0.3294,0.3601
Th,4/4/2019,0.3718,0.3749,0.3258,0.3301
We,3/4/2019,0.3476,0.3741,0.3419,0.3718
Tu,2/4/2019,0.3122,0.3517,0.3106,0.3476
Mo,1/4/2019,0.309,0.3133,0.3069,0.3122
,,0,,,
Fr,29/3/2019,0.3058,0.3088,0.3033,0.3058
Th,28/3/2019,0.3066,0.3098,0.3032,0.3058
We,27/3/2019,0.2971,0.3091,0.2967,0.3066
Tu,26/3/2019,0.3005,0.3017,0.2841,0.2971
Mo,25/3/2019,0.3063,0.3068,0.2982,0.3005
,,0,,,
Fr,22/3/2019,0.3089,0.3115,0.306,0.3102
Th,21/3/2019,0.3152,0.318,0.3025,0.3089
We,20/3/2019,0.3138,0.32,0.3098,0.3154
Tu,19/3/2019,0.3118,0.3148,0.3109,0.3137
Mo,18/3/2019,0.3143,0.318,0.3104,0.3118
,,0,,,
Fr,15/3/2019,0.3097,0.3147,0.3084,0.3133
Th,14/3/2019,0.3128,0.3144,0.3049,0.3097
We,13/3/2019,0.3096,0.3238,0.306,0.3128
Tu,12/3/2019,0.3089,0.3098,0.3041,0.3097
Mo,11/3/2019,0.3123,0.3131,0.3062,0.3089
,,0,,,
Fr,8/3/2019,0.3131,0.3142,0.3075,0.3082
Th,7/3/2019,0.3152,0.3177,0.3114,0.313
We,6/3/2019,0.3126,0.3195,0.3086,0.3152
Tu,5/3/2019,0.3014,0.317,0.2996,0.3126
Mo,4/3/2019,0.3094,0.3105,0.2974,0.3014
,,0,,,
Fr,1/3/2019,0.3124,0.3231,0.31,0.319
Th,28/2/2019,0.3058,0.3158,0.3046,0.3124
We,27/2/2019,0.3142,0.3174,0.2984,0.3058
Tu,26/2/2019,0.325,0.3331,0.3122,0.3142
Mo,25/2/2019,0.3004,0.3386,0.296,0.325
,,0,,,
Fr,22/2/2019,0.316,0.3205,0.3124,0.3196
Th,21/2/2019,0.3235,0.3299,0.3141,0.316
We,20/2/2019,0.3226,0.3319,0.3165,0.3235
Tu,19/2/2019,0.3173,0.345,0.3159,0.3226
Mo,18/2/2019,0.2971,0.327,0.2938,0.3173
,,0,,,
Fr,15/2/2019,0.3,0.303,0.2954,0.2965
Th,14/2/2019,0.2996,0.3021,0.2972,0.3
We,13/2/2019,0.2994,0.3094,0.2965,0.2996
Tu,12/2/2019,0.2988,0.3041,0.2941,0.2995
Mo,11/2/2019,0.3014,0.3076,0.2985,0.2988
,,0,,,
Fr,8/2/2019,0.289,0.3176,0.2865,0.3045
Th,7/2/2019,0.286,0.2906,0.2856,0.289
We,6/2/2019,0.2959,0.297,0.285,0.2861
Tu,5/2/2019,0.2969,0.2986,0.2925,0.2959
Mo,4/2/2019,0.2992,0.3016,0.2944,0.2969
,,0,,,
Fr,1/2/2019,0.3081,0.3122,0.2933,0.3049
Th,31/1/2019,0.3162,0.3334,0.3018,0.3081
We,30/1/2019,0.2871,0.3235,0.2831,0.3162
Tu,29/1/2019,0.289,0.2943,0.2809,0.2872
Mo,28/1/2019,0.3065,0.307,0.2803,0.289
,,0,,,
Fr,25/1/2019,0.3163,0.3171,0.3101,0.3126
Th,24/1/2019,0.3136,0.318,0.3113,0.3163
We,23/1/2019,0.3174,0.3194,0.3126,0.3136
Tu,22/1/2019,0.3158,0.3204,0.306,0.3174
Mo,21/1/2019,0.3144,0.3217,0.3134,0.3158
,,0,,,
Fr,18/1/2019,0.326,0.3282,0.3175,0.3204
Th,17/1/2019,0.3256,0.33,0.321,0.3261
We,16/1/2019,0.3211,0.3343,0.321,0.3255
Tu,15/1/2019,0.3313,0.3347,0.3196,0.3211
Mo,14/1/2019,0.3162,0.3383,0.3122,0.3313
,,0,,,
Fr,11/1/2019,0.3287,0.3345,0.3235,0.331
Th,10/1/2019,0.3655,0.3821,0.3194,0.329
We,9/1/2019,0.3617,0.3679,0.3603,0.3655
Tu,8/1/2019,0.3647,0.3707,0.3575,0.3617
Mo,7/1/2019,0.367,0.3758,0.3597,0.3647
,,0,,,
Fr,4/1/2019,0.3545,0.3597,0.3465,0.3567
Th,3/1/2019,0.372,0.3775,0.3508,0.3545
We,2/1/2019,0.3557,0.3743,0.3555,0.372
Tu,1/1/2019,0.3458,0.3598,0.3445,0.3558
Mo,31/12/2018,0.3634,0.3722,0.3439,0.3458
,,0,,,
Fr,28/12/2018,0.3416,0.3802,0.3285,0.3723
Th,27/12/2018,0.3703,0.378,0.3391,0.3416
We,26/12/2018,0.3811,0.3909,0.3562,0.3703
Tu,25/12/2018,0.4097,0.4148,0.363,0.3811
Mo,24/12/2018,0.3657,0.4508,0.3638,0.4097
,,0,,,
Fr,21/12/2018,0.3699,0.3829,0.3494,0.3565
Th,20/12/2018,0.345,0.3885,0.3416,0.3695
We,19/12/2018,0.3317,0.3929,0.3302,0.345
Tu,18/12/2018,0.318,0.3407,0.3178,0.3317
Mo,17/12/2018,0.2847,0.3365,0.2814,0.318
,,0,,,
Fr,14/12/2018,0.2947,0.2963,0.28,0.281
Th,13/12/2018,0.3043,0.3043,0.2925,0.2947
We,12/12/2018,0.2981,0.3078,0.2944,0.3043
Tu,11/12/2018,0.2954,0.3065,0.2913,0.2981
Mo,10/12/2018,0.3117,0.313,0.2923,0.2954
,,0,,,
Fr,7/12/2018,0.3211,0.3214,0.2861,0.3026
Th,6/12/2018,0.3353,0.34,0.317,0.3211
We,5/12/2018,0.3481,0.3492,0.3332,0.3354
Tu,4/12/2018,0.3467,0.3584,0.3343,0.3481
Mo,3/12/2018,0.3642,0.3681,0.3387,0.3467
,,0,,,
Fr,30/11/2018,0.3731,0.379,0.3493,0.3579
Th,29/11/2018,0.3902,0.3911,0.3683,0.3732
We,28/11/2018,0.3579,0.3984,0.3531,0.3902
Tu,27/11/2018,0.3461,0.3594,0.3352,0.3578
Mo,26/11/2018,0.3272,0.384,0.3272,0.3461
,,0,,,
Fr,23/11/2018,0.4297,0.431,0.3881,0.3968
Th,22/11/2018,0.4348,0.4465,0.4254,0.4297
We,21/11/2018,0.4292,0.4538,0.4046,0.4348
Tu,20/11/2018,0.4821,0.4914,0.4008,0.429
Mo,19/11/2018,0.5076,0.5156,0.4605,0.4821
,,0,,,
Fr,16/11/2018,0.4587,0.4793,0.4561,0.4632
Th,15/11/2018,0.447,0.4678,0.4158,0.4587
We,14/11/2018,0.5054,0.5058,0.4013,0.447
Tu,13/11/2018,0.5155,0.5198,0.4974,0.5054
Mo,12/11/2018,0.4983,0.5255,0.4961,0.5155
,,0,,,
Fr,9/11/2018,0.5009,0.5146,0.4878,0.4938
Th,8/11/2018,0.5372,0.539,0.4936,0.5009
We,7/11/2018,0.54,0.5504,0.5224,0.5372
Tu,6/11/2018,0.4835,0.5626,0.4834,0.54
Mo,5/11/2018,0.463,0.4931,0.4599,0.4835
,,0,,,
Fr,2/11/2018,0.455,0.4621,0.4533,0.4571
Th,1/11/2018,0.4505,0.4552,0.4467,0.4551
We,31/10/2018,0.4408,0.4569,0.4353,0.4506
Tu,30/10/2018,0.4355,0.4477,0.4345,0.4408
Mo,29/10/2018,0.456,0.46,0.4286,0.4355
,,0,,,
Fr,26/10/2018,0.4568,0.4587,0.4488,0.4569
Th,25/10/2018,0.4658,0.4658,0.4487,0.4568
We,24/10/2018,0.4636,0.4793,0.4556,0.4658
Tu,23/10/2018,0.4546,0.4655,0.4338,0.4639
Mo,22/10/2018,0.4592,0.4649,0.4451,0.4546
,,0,,,
Fr,19/10/2018,0.4539,0.4643,0.444,0.455
Th,18/10/2018,0.465,0.483,0.4401,0.4539
We,17/10/2018,0.467,0.4862,0.4538,0.4651
Tu,16/10/2018,0.4376,0.4766,0.4305,0.467
Mo,15/10/2018,0.4195,0.4835,0.3897,0.4376
,,0,,,
Fr,12/10/2018,0.4031,0.4443,0.3721,0.4266
Th,11/10/2018,0.4645,0.4675,0.3883,0.4032
We,10/10/2018,0.4749,0.4825,0.4585,0.4645
Tu,9/10/2018,0.4921,0.4931,0.4688,0.4749
Mo,8/10/2018,0.4726,0.4986,0.467,0.4921
,,0,,,
Fr,5/10/2018,0.5317,0.5317,0.5071,0.5112
Th,4/10/2018,0.5194,0.5485,0.5156,0.5317
We,3/10/2018,0.5453,0.5469,0.5048,0.5194
Tu,2/10/2018,0.5806,0.5936,0.5405,0.5453
Mo,1/10/2018,0.5753,0.6027,0.5337,0.5806
,,0,,,
Fr,28/9/2018,0.5443,0.5542,0.5168,0.5335
Th,27/9/2018,0.5311,0.5522,0.4977,0.5443
We,26/9/2018,0.4532,0.5707,0.4506,0.5311
Tu,25/9/2018,0.523,0.5238,0.4364,0.4532
Mo,24/9/2018,0.571,0.5819,0.5086,0.523
,,0,,,
Fr,21/9/2018,0.4035,0.7747,0.3959,0.5283
Th,20/9/2018,0.3296,0.4179,0.3216,0.4035
We,19/9/2018,0.3134,0.3346,0.3111,0.3296
Tu,18/9/2018,0.267,0.3346,0.2668,0.3134
Mo,17/9/2018,0.2796,0.2834,0.2669,0.267
,,0,,,
Fr,14/9/2018,0.279,0.2848,0.2723,0.2791
Th,13/9/2018,0.268,0.2854,0.2657,0.279
We,12/9/2018,0.2586,0.2729,0.2534,0.268
Tu,11/9/2018,0.2657,0.2745,0.2533,0.2585
Mo,10/9/2018,0.2823,0.2847,0.2602,0.2656
,,0,,,
Fr,7/9/2018,0.299,0.3039,0.2811,0.2934
Th,6/9/2018,0.2945,0.3046,0.2685,0.299
We,5/9/2018,0.3307,0.333,0.2828,0.2945
Tu,4/9/2018,0.3367,0.3407,0.3285,0.3307
Mo,3/9/2018,0.342,0.3434,0.333,0.3368
,,0,,,
Fr,31/8/2018,0.3323,0.3405,0.3276,0.3364
Th,30/8/2018,0.3465,0.3479,0.3231,0.3323
We,29/8/2018,0.3505,0.3544,0.339,0.3466
Tu,28/8/2018,0.3296,0.3572,0.3287,0.3505
Mo,27/8/2018,0.3231,0.331,0.3216,0.3296
,,0,,,
Fr,24/8/2018,0.3196,0.3294,0.3156,0.3245
Th,23/8/2018,0.316,0.3265,0.3125,0.3196
We,22/8/2018,0.3312,0.3541,0.3108,0.316
Tu,21/8/2018,0.3417,0.342,0.3135,0.3312
Mo,20/8/2018,0.3378,0.35,0.3285,0.3417
,,0,,,
Fr,17/8/2018,0.2927,0.3393,0.2873,0.3357
Th,16/8/2018,0.2882,0.3013,0.2757,0.2927
We,15/8/2018,0.2612,0.302,0.2609,0.2882
Tu,14/8/2018,0.2791,0.28,0.2472,0.2612
Mo,13/8/2018,0.2992,0.3093,0.2771,0.2791
,,0,,,
Fr,10/8/2018,0.347,0.3504,0.3228,0.3229
Th,9/8/2018,0.3336,0.3578,0.3254,0.347
We,8/8/2018,0.3889,0.3889,0.3202,0.3336
Tu,7/8/2018,0.4191,0.4194,0.3876,0.3889
Mo,6/8/2018,0.4287,0.4373,0.4183,0.4192
,,0,,,
Fr,3/8/2018,0.4331,0.446,0.426,0.4377
Th,2/8/2018,0.4391,0.4485,0.4304,0.4331
We,1/8/2018,0.4317,0.4623,0.427,0.4391
Tu,31/7/2018,0.4444,0.4471,0.4273,0.4317
Mo,30/7/2018,0.4537,0.4564,0.4347,0.4444
,,0,,,
Fr,27/7/2018,0.4577,0.4598,0.4444,0.4572
Th,26/7/2018,0.4651,0.469,0.4566,0.4576
We,25/7/2018,0.4517,0.4679,0.4515,0.4651
Tu,24/7/2018,0.4438,0.4689,0.4373,0.4517
Mo,23/7/2018,0.4602,0.4636,0.4419,0.4438
,,0,,,
Fr,20/7/2018,0.4764,0.4817,0.4305,0.439
Th,19/7/2018,0.4831,0.4943,0.472,0.4765
We,18/7/2018,0.5096,0.5233,0.4773,0.4831
Tu,17/7/2018,0.4691,0.516,0.4688,0.5096
Mo,16/7/2018,0.4467,0.4742,0.4431,0.4691
,,0,,,
Fr,13/7/2018,0.4345,0.4448,0.4249,0.436
Th,12/7/2018,0.4472,0.4491,0.4312,0.4345
We,11/7/2018,0.4485,0.451,0.4395,0.4473
Tu,10/7/2018,0.4748,0.4813,0.4416,0.4485
Mo,9/7/2018,0.4836,0.4864,0.4709,0.4748
,,0,,,
Fr,6/7/2018,0.4745,0.4811,0.4594,0.4738
Th,5/7/2018,0.5045,0.5048,0.4694,0.4745
We,4/7/2018,0.4956,0.5066,0.4753,0.5045
Tu,3/7/2018,0.4909,0.5193,0.4874,0.4956
Mo,2/7/2018,0.4568,0.4952,0.4528,0.4908
,,0,,,
Fr,29/6/2018,0.4553,0.4559,0.4244,0.4338
Th,28/6/2018,0.4678,0.4757,0.4534,0.4553
We,27/6/2018,0.4685,0.4739,0.4483,0.4678
Tu,26/6/2018,0.478,0.4821,0.4658,0.4686
Mo,25/6/2018,0.4783,0.4914,0.4727,0.478
,,0,,,
Fr,22/6/2018,0.5326,0.5354,0.4771,0.4821
Th,21/6/2018,0.5396,0.5485,0.5307,0.5326
We,20/6/2018,0.5406,0.5501,0.5235,0.5396
Tu,19/6/2018,0.5413,0.5614,0.5349,0.5409
Mo,18/6/2018,0.5282,0.5506,0.5094,0.5411
,,0,,,
Fr,15/6/2018,0.5643,0.5676,0.5352,0.5416
Th,14/6/2018,0.519,0.5664,0.5146,0.5643
We,13/6/2018,0.551,0.5612,0.5045,0.5189
Tu,12/6/2018,0.5769,0.6,0.5441,0.551
Mo,11/6/2018,0.5904,0.5934,0.5539,0.5769
,,0,,,
Fr,8/6/2018,0.6716,0.6797,0.658,0.6753
Th,7/6/2018,0.6713,0.6878,0.6683,0.6716
We,6/6/2018,0.6778,0.6808,0.6556,0.6713
Tu,5/6/2018,0.6618,0.6848,0.634,0.6778
Mo,4/6/2018,0.6578,0.704,0.6349,0.6618
,,0,,,
Fr,1/6/2018,0.6134,0.6189,0.6035,0.6109
Th,31/5/2018,0.5877,0.6205,0.5858,0.6134
